Ai	Aj	Bi	Bj	length	distance	complex	cov	mfe	comp	p-value	shapeA	shapeB	length_ex	mfe_ex	comp_ex	p-value_ex	Aseg	Bseg	Aseg_i	Aseg_j	Bseg_i	Bseg_j
1118	1124	4730	4736	7	3606	0.7	10	-10.55	0.16	0.014058830342040696	-100	-100	20	-24.38	0.19	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	1118	1124	2269	2275
1123	1128	5904	5909	6	4776	0.69	10	-11.92	0.22	0.03118878705784678	-100	-100	13	-14.44	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	1123	1128	982	987
1130	1136	4124	4130	7	2988	0.82	10	-13.97	0.2	0.02259991690093166	-100	-100	17	-22.92	0.19	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	1130	1136	1663	1669
1131	1136	9727	9732	6	8591	0.84	10	-11.3	0.2	0.0375853419771176	-100	-100	12	-15.52	0.23	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	1131	1136	502	507
1135	1139	4463	4467	5	3324	0.85	10	-10.02	0.16	0.01389257414758005	-100	-100	7	-13.95	0.16	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	1135	1139	2002	2006
1139	1145	13131	13137	7	11986	0.82	10	-13.28	0.18	0.014356357997161173	-100	-100	14	-16.85	0.19	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	1139	1145	599	605
1139	1145	14408	14414	7	13263	0.85	10	-11.46	0.23	0.018003269207388595	-100	-100	12	-14.49	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP8	1139	1145	729	735
1160	1166	9885	9891	7	8719	0.78	10	-11.88	0.24	0.02493943544642796	-100	-100	15	-18.18	0.25	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	1160	1166	660	666
1162	1169	12561	12568	8	11392	0.79	10	-11.61	0.23	0.0352996798376336	-100	-100	14	-15.48	0.24	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	1162	1169	29	36
1167	1174	10072	10079	8	8898	0.83	10	-10.33	0.29	0.016654079698741997	-100	-100	14	-10.9	0.26	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	1167	1174	847	854
1171	1178	6207	6214	8	5029	0.85	10	-10.6	0.27	0.0160242130459336	-100	-100	18	-19.36	0.25	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	1171	1178	1285	1292
1180	1190	7112	7122	11	5922	0.82	8	-12.64	0.18	0.03678254368348022	-100	-100	19	-16.33	0.18	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	1180	1190	2190	2200
1181	1187	6525	6531	7	5338	0.89	10	-10.57	0.21	0.026356508995732386	-100	-100	16	-19.1	0.24	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	1181	1187	1603	1609
1183	1189	10553	10559	7	9364	0.8	10	-11.14	0.2	0.027583893062692155	-100	-100	7	-9.79	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	1183	1189	1328	1334
1184	1192	6471	6479	9	5279	0.75	10	-12.45	0.23	0.03763096255976894	-100	-100	12	-11.27	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	1184	1192	1549	1557
1186	1190	5853	5857	5	4663	0.81	10	-11.03	0.27	0.049907002968605285	-100	-100	10	-11.19	0.26	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	1186	1190	931	935
1186	1191	13067	13072	6	11876	0.74	10	-12.54	0.25	0.01967112543726246	-100	-100	11	-14.85	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	1186	1191	535	540
1186	1192	6297	6303	7	5105	0.79	10	-12.52	0.23	0.03737865627417536	-100	-100	14	-14.63	0.24	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	1186	1192	1375	1381
1187	1194	5600	5607	8	4406	0.72	10	-19.21	0.2	0.039591293192125177	-100	-100	16	-23.47	0.17	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	1187	1194	678	685
1188	1196	14198	14206	9	13002	0.76	10	-16.6	0.23	0.03833132433586439	-100	-100	18	-19.64	0.23	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP8	1188	1196	519	527
1189	1193	10522	10526	5	9329	0.66	10	-11.12	0.21	0.03014369689529217	-100	-100	10	-11.77	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	1189	1193	1297	1301
1189	1199	13377	13387	11	12178	0.74	10	-17.06	0.24	0.02730262380302828	-100	-100	21	-23.44	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	1189	1199	845	855
1192	1197	14285	14290	6	13088	0.89	10	-10.98	0.22	0.0332634838355933	-100	-100	16	-20.92	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP8	1192	1197	606	611
1193	1197	13037	13041	5	11840	0.94	10	-10.66	0.23	0.04184238377422245	-100	-100	7	-10.67	0.23	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	1193	1197	505	509
1195	1200	5518	5523	6	4318	0.91	10	-10.44	0.22	0.029649991966850586	-100	-100	13	-18.79	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	1195	1200	596	601
1211	1217	4017	4023	7	2800	0.72	10	-11.34	0.26	0.025973429300406803	-100	-100	16	-19.23	0.24	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	1211	1217	1556	1562
1212	1217	13961	13966	6	12744	0.85	10	-11.04	0.19	0.013712786938292698	-100	-100	11	-14.04	0.25	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP8	1212	1217	282	287
1213	1218	4968	4973	6	3750	0.77	10	-11.45	0.22	0.016230709899936357	-100	-100	16	-20.29	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	1213	1218	46	51
1213	1218	10187	10192	6	8969	0.73	10	-10.18	0.21	0.014078357431263955	-100	-100	10	-11.41	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	1213	1218	962	967
1213	1220	10363	10370	8	9143	0.76	10	-13.89	0.2	0.009248219375931122	-100	-100	16	-18.17	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	1213	1220	1138	1145
1224	1229	5665	5670	6	4436	0.85	10	-10.9	0.19	0.03460090752897749	-100	-100	12	-18.67	0.19	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	1224	1229	743	748
1225	1229	10429	10433	5	9200	0.79	10	-10.08	0.2	0.04507421367799325	-100	-100	14	-17.17	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	1225	1229	1204	1208
1225	1229	13874	13878	5	12645	0.81	10	-11.99	0.22	0.01927459471750692	-100	-100	10	-13.28	0.25	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP8	1225	1229	195	199
1227	1235	13943	13951	9	12708	0.77	9	-19.32	0.29	0.014377672523568585	-100	-100	18	-23.85	0.25	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP8	1227	1235	264	272
1232	1239	5705	5712	8	4466	0.75	10	-10.73	0.25	0.014939823641155314	-100	-100	13	-12.66	0.23	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	1232	1239	783	790
1232	1240	5847	5855	9	4607	0.78	10	-12.47	0.22	0.04659822369035771	-100	-100	16	-15.97	0.23	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	1232	1240	925	933
1232	1241	10015	10024	10	8774	0.77	10	-11.51	0.24	0.022708708903108166	-100	-100	13	-12.4	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	1232	1241	790	799
1237	1244	3272	3279	8	2028	0.78	10	-11.89	0.2	0.01004170805446769	-100	-100	20	-15.99	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	1237	1244	811	818
1237	1244	6638	6645	8	5394	0.81	10	-12.59	0.19	0.01851255392445539	-100	-100	20	-22.46	0.19	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	1237	1244	1716	1723
1243	1253	13250	13260	11	11997	0.79	10	-14.58	0.21	0.03667492193060018	-100	-100	17	-14.42	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	1243	1253	718	728
1245	1254	13313	13322	10	12059	0.86	10	-14.3	0.19	0.033231970152649115	-100	-100	20	-22.42	0.18	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	1245	1254	781	790
1246	1252	6742	6748	7	5490	0.83	10	-12.65	0.25	0.017650990268560873	-100	-100	19	-17.63	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	1246	1252	1820	1826
1246	1252	14242	14248	7	12990	0.84	10	-13.15	0.2	0.035612038366903076	-100	-100	18	-21.58	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP8	1246	1252	563	569
1246	1253	3809	3816	8	2556	0.84	10	-15.63	0.19	0.012619959597717001	-100	-100	12	-18.62	0.18	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	1246	1253	1348	1355
1248	1253	2494	2499	6	1241	0.83	10	-10.22	0.16	0.04126566142844046	-100	-100	12	-14.92	0.18	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	1248	1253	33	38
1249	1256	5863	5870	8	4607	0.89	10	-12.18	0.2	0.018498277014358355	-100	-100	19	-21.29	0.19	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	1249	1256	941	948
1249	1256	14232	14239	8	12976	0.82	10	-10.65	0.22	0.026709497376222413	-100	-100	14	-13.62	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP8	1249	1256	553	560
1251	1258	14473	14480	8	13215	0.88	10	-10.71	0.2	0.018496209802031593	-100	-100	14	-16.68	0.19	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP8	1251	1258	794	801
1261	1269	13739	13747	9	12470	0.79	10	-12.27	0.23	0.027303399156237584	-100	-100	17	-19.3	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP8	1261	1269	60	68
1262	1267	4312	4317	6	3045	0.81	10	-10.15	0.21	0.02427671072880122	-100	-100	15	-16.51	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	1262	1267	1851	1856
1262	1269	10362	10369	8	9093	0.8	10	-10.12	0.21	0.035245832282729594	-100	-100	17	-16.42	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	1262	1269	1137	1144
1264	1268	2906	2910	5	1638	0.86	10	-10.01	0.15	0.02218051509807073	-100	-100	13	-15.88	0.18	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	1264	1268	445	449
1264	1268	9802	9806	5	8534	0.87	10	-10.29	0.19	0.04449879298001724	-100	-100	16	-23.3	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	1264	1268	577	581
1264	1269	12775	12780	6	11506	0.94	10	-12.94	0.18	0.03149968327912156	-100	-100	11	-15.78	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	1264	1269	243	248
1271	1278	12713	12720	8	11435	0.86	10	-18.43	0.21	0.011243282163630575	-100	-100	16	-24.09	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	1271	1278	181	188
1273	1277	14186	14190	5	12909	0.81	10	-10.21	0.16	0.023064685168392107	-100	-100	17	-16.08	0.19	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP8	1273	1277	507	511
1273	1280	6147	6154	8	4867	0.87	10	-13.87	0.26	0.009949134843758478	-100	-100	18	-19.82	0.24	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	1273	1280	1225	1232
1274	1279	3082	3087	6	1803	0.87	10	-10.35	0.26	0.01886240859661814	-100	-100	15	-16.16	0.23	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	1274	1279	621	626
1314	1319	6674	6679	6	5355	0.72	10	-12.63	0.25	0.027871537773710653	-100	-100	13	-12.47	0.23	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	1314	1319	1752	1757
1315	1319	12960	12964	5	11641	0.72	10	-10.73	0.23	0.045325432537158705	-100	-100	10	-10.07	0.25	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	1315	1319	428	432
1315	1322	12936	12943	8	11614	0.83	10	-18.19	0.21	0.013650219460709434	-100	-100	17	-20.58	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	1315	1322	404	411
1316	1321	4002	4007	6	2681	0.9	10	-11.16	0.22	0.015189831963703826	-100	-100	12	-12.29	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	1316	1321	1541	1546
1316	1321	4446	4451	6	3125	0.87	10	-10.89	0.22	0.01944168859971296	-100	-100	11	-11.19	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	1316	1321	1985	1990
1316	1321	4623	4628	6	3302	0.87	10	-11.27	0.22	0.028966380142021353	-100	-100	15	-20.96	0.25	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	1316	1321	2162	2167
1316	1321	6511	6516	6	5190	0.87	10	-11.46	0.22	0.01137257267163505	-100	-100	14	-15.46	0.24	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	1316	1321	1589	1594
1319	1324	12921	12926	6	11597	0.89	10	-12.14	0.22	0.03478051482621969	-100	-100	14	-12.69	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	1319	1324	389	394
1319	1325	13192	13198	7	11867	0.85	10	-12.24	0.19	0.019691039005370725	-100	-100	19	-24.07	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	1319	1325	660	666
1320	1324	9808	9812	5	8484	0.9	10	-10.69	0.2	0.03599371760707182	-100	-100	11	-15.19	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	1320	1324	583	587
1336	1342	9575	9581	7	8233	0.62	10	-10.54	0.25	0.016607522382733886	-100	-100	10	-12.26	0.26	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	1336	1342	350	356
1336	1342	10015	10021	7	8673	0.69	10	-10.36	0.19	0.02227786449982061	-100	-100	11	-13.75	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	1336	1342	790	796
1336	1343	6682	6689	8	5339	0.7	10	-10.97	0.2	0.015601864356506678	-100	-100	13	-11.08	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	1336	1343	1760	1767
1336	1343	12812	12819	8	11469	0.61	10	-10.44	0.2	0.02081916160877595	-100	-100	17	-19.08	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	1336	1343	280	287
1336	1343	13288	13295	8	11945	0.66	10	-12.19	0.21	0.03570863046934991	-100	-100	14	-13.86	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	1336	1343	756	763
1347	1352	9349	9354	6	7997	0.87	10	-11.34	0.2	0.04020392972576503	-100	-100	17	-18.8	0.23	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	1347	1352	124	129
1347	1353	6896	6902	7	5543	0.84	10	-11.62	0.2	0.02599150355240809	-100	-100	14	-15.97	0.24	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	1347	1353	1974	1980
1355	1360	12924	12929	6	11564	0.83	10	-10.25	0.24	0.036151617936710956	-100	-100	12	-14.65	0.23	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	1355	1360	392	397
1355	1360	13353	13358	6	11993	0.86	10	-10.45	0.22	0.03591824335308558	-100	-100	17	-18.0	0.23	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	1355	1360	821	826
1369	1374	4607	4612	6	3233	0.61	10	-10.24	0.24	0.04118977795646461	-100	-100	12	-12.62	0.24	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	1369	1374	2146	2151
1370	1376	9516	9522	7	8140	0.68	10	-13.74	0.21	0.049987277157252596	-100	-100	18	-23.74	0.24	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	1370	1376	291	297
1370	1376	13229	13235	7	11853	0.72	10	-12.13	0.24	0.048111969483171424	-100	-100	12	-15.03	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	1370	1376	697	703
1370	1377	10159	10166	8	8782	0.67	10	-10.72	0.25	0.04406071678575385	-100	-100	18	-19.87	0.25	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	1370	1377	934	941
1372	1378	2981	2987	7	1603	0.64	10	-10.97	0.23	0.0390886588731002	-100	-100	16	-13.54	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	1372	1378	520	526
1384	1389	12959	12964	6	11570	0.72	10	-11.02	0.26	0.03242865353963387	-100	-100	13	-17.12	0.23	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	1384	1389	427	432
1385	1391	9368	9374	7	7977	0.8	10	-10.19	0.25	0.033569381282144595	-100	-100	10	-10.37	0.25	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	1385	1391	143	149
1401	1407	2547	2553	7	1140	0.68	10	-13.81	0.19	0.013911620827214088	-100	-100	17	-18.87	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	1401	1407	86	92
1401	1407	9942	9948	7	8535	0.75	10	-13.24	0.2	0.022416882878665834	-100	-100	13	-14.98	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	1401	1407	717	723
1401	1407	13797	13803	7	12390	0.73	10	-10.33	0.21	0.040482510416730566	-100	-100	18	-15.93	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP8	1401	1407	118	124
1402	1407	12880	12885	6	11473	0.78	10	-11.28	0.22	0.03039127443445655	-100	-100	11	-11.84	0.23	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	1402	1407	348	353
1403	1410	4200	4207	8	2790	0.82	10	-12.17	0.27	0.017152763327747955	-100	-100	11	-11.04	0.25	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	1403	1410	1739	1746
1405	1412	10690	10697	8	9278	0.84	10	-15.88	0.19	0.02422120606340039	-100	-100	17	-34.44	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	1405	1412	1465	1472
1423	1429	2801	2807	7	1372	0.9	10	-10.09	0.2	0.019607555122656217	-100	-100	9	-9.33	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	1423	1429	340	346
1428	1433	14240	14245	6	12807	0.69	10	-13.55	0.21	0.029798728025957066	-100	-100	13	-22.91	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP8	1428	1433	561	566
1444	1449	9258	9263	6	7809	0.93	8	-10.61	0.17	0.0173002102453661	-100	-100	19	-21.66	0.19	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	1444	1449	33	38
1451	1456	12679	12684	6	11223	0.84	10	-10.16	0.21	0.043536924318305026	-100	-100	17	-21.2	0.23	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	1451	1456	147	152
1451	1458	13317	13324	8	11859	0.82	10	-13.92	0.23	0.03462909718848817	-100	-100	18	-20.43	0.25	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	1451	1458	785	792
1451	1459	6520	6528	9	5061	0.83	10	-13.34	0.26	0.03646152136116321	-100	-100	18	-20.79	0.26	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	1451	1459	1598	1606
1451	1460	5512	5521	10	4052	0.76	10	-15.17	0.21	0.03995102110482662	-100	-100	20	-18.54	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	1451	1460	590	599
1452	1457	10177	10182	6	8720	0.69	10	-10.02	0.19	0.042155039562202457	-100	-100	15	-12.51	0.23	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	1452	1457	952	957
1454	1458	3812	3816	5	2354	0.82	10	-10.31	0.24	0.03358369948698958	-100	-100	17	-24.02	0.24	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	1454	1458	1351	1355
1454	1458	14244	14248	5	12786	0.84	10	-11.04	0.23	0.042727774435521004	-100	-100	16	-19.06	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP8	1454	1458	565	569
1454	1464	10726	10736	11	9262	0.76	10	-14.77	0.24	0.03613012349685696	-100	-100	20	-22.96	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	1454	1464	1501	1511
1462	1467	12677	12682	6	11210	0.94	10	-10.97	0.22	0.03765039883658594	-100	-100	9	-12.07	0.23	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	1462	1467	145	150
1463	1472	13018	13027	10	11546	0.83	10	-17.58	0.23	0.007087286070937893	-100	-100	16	-21.31	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	1463	1472	486	495
1473	1478	13795	13800	6	12317	0.66	10	-10.78	0.22	0.04210770688835108	-100	-100	14	-17.89	0.23	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP8	1473	1478	116	121
1483	1490	4134	4141	8	2644	0.84	10	-10.69	0.21	0.019444824111339964	-100	-100	16	-14.21	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	1483	1490	1673	1680
1489	1497	13530	13538	9	12033	0.8	10	-15.39	0.26	0.013170670766395332	-100	-100	11	-15.55	0.25	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	1489	1497	998	1006
1491	1496	2559	2564	6	1063	0.87	10	-10.63	0.22	0.023375678877938455	-100	-100	18	-18.7	0.19	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	1491	1496	98	103
1491	1496	2667	2672	6	1171	0.87	10	-10.68	0.25	0.03560260639787882	-100	-100	12	-11.69	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	1491	1496	206	211
1491	1496	3393	3398	6	1897	0.83	10	-10.4	0.25	0.0345029857008472	-100	-100	9	-9.69	0.27	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	1491	1496	932	937
1491	1496	9545	9550	6	8049	0.79	10	-10.94	0.25	0.04908877290016311	-100	-100	14	-13.39	0.24	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	1491	1496	320	325
1491	1496	9797	9802	6	8301	0.86	10	-10.22	0.24	0.041196892311297306	-100	-100	13	-15.69	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	1491	1496	572	577
1491	1496	9888	9893	6	8392	0.84	10	-10.94	0.22	0.03538432528799096	-100	-100	8	-11.14	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	1491	1496	663	668
1491	1497	14125	14131	7	12628	0.86	10	-13.01	0.31	0.014606623214682979	-100	-100	13	-16.94	0.32	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP8	1491	1497	446	452
1492	1497	6160	6165	6	4663	0.86	10	-10.74	0.25	0.014846685976600105	-100	-100	10	-12.95	0.25	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	1492	1497	1238	1243
1492	1497	6208	6213	6	4711	0.88	10	-10.98	0.24	0.01524477365724397	-100	-100	11	-13.45	0.23	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	1492	1497	1286	1291
1492	1497	13134	13139	6	11637	0.87	10	-11.84	0.24	0.03732574883931705	-100	-100	11	-11.24	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	1492	1497	602	607
1493	1497	9661	9665	5	8164	0.89	10	-10.28	0.23	0.027354349258394972	-100	-100	10	-10.69	0.23	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	1493	1497	436	440
1494	1499	4558	4563	6	3059	0.95	10	-10.34	0.28	0.04342145383704232	-100	-100	16	-16.76	0.26	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	1494	1499	2097	2102
1501	1505	10666	10670	5	9161	0.87	10	-10.19	0.2	0.021954242073872643	-100	-100	11	-11.35	0.18	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	1501	1505	1441	1445
1501	1505	10666	10670	5	9161	0.87	10	-10.19	0.2	0.02380722651570899	-100	-100	11	-11.35	0.18	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	1501	1505	1441	1445
1501	1508	5681	5688	8	4173	0.78	10	-12.77	0.2	0.030578348806441724	-100	-100	12	-15.29	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	1501	1508	759	766
1501	1508	14520	14527	8	13012	0.79	10	-13.53	0.23	0.01827094653541983	-100	-100	13	-14.07	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP8	1501	1508	841	848
1501	1511	13740	13750	11	12229	0.75	10	-12.12	0.23	0.03485987302278637	-100	-100	17	-15.28	0.21	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP8	1501	1511	61	71
1503	1509	10401	10407	7	8892	0.81	10	-10.03	0.27	0.03378504421436401	-100	-100	16	-18.66	0.25	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP5	1503	1509	1176	1182
1504	1510	3825	3831	7	2315	0.87	10	-10.43	0.23	0.0400679505145527	-100	-100	15	-16.15	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP2	1504	1510	1364	1370
1505	1514	7108	7117	10	5594	0.85	8	-12.8	0.24	0.049671567714005715	-100	-100	21	-22.4	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	1505	1514	2186	2195
1509	1514	13543	13548	6	12029	0.82	6	-10.33	0.19	0.01736167389302634	-100	-100	15	-15.77	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	1509	1514	1011	1016
1513	1518	5585	5590	6	4067	0.87	10	-11.28	0.25	0.03241705254764682	-100	-100	19	-25.4	0.23	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	1513	1518	663	668
1513	1518	12752	12757	6	11234	0.9	10	-13.37	0.17	0.018043991150031302	-100	-100	18	-23.43	0.18	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	1513	1518	220	225
1513	1520	12744	12751	8	11224	0.89	10	-11.98	0.22	0.01664789032094549	-100	-100	18	-24.99	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP7	1513	1520	212	219
1513	1520	14015	14022	8	12495	0.9	10	-12.51	0.2	0.02489962584842076	-100	-100	19	-25.77	0.22	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP8	1513	1520	336	343
1515	1522	4965	4972	8	3443	0.84	10	-10.9	0.18	0.015675933951439402	-100	-100	14	-19.84	0.19	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	1515	1522	43	50
1516	1522	7104	7110	7	5582	0.92	8	-10.71	0.21	0.026933713871609366	-100	-100	21	-24.37	0.23	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	1516	1522	2182	2188
1522	1526	5781	5785	5	4255	0.74	10	-10.82	0.23	0.04706618901822979	-100	-100	15	-17.54	0.2	NA	IAV_RNA-10_vRNP1	IAV_RNA-10_vRNP3	1522	1526	859	863
